rendszam	tipus	fajta
NJV180	MERCEDES O530 Citaro CNG	autóbusz
NJV181	MERCEDES O530 Citaro CNG	autóbusz
NJV182	MERCEDES O530 Citaro CNG	autóbusz
NJV184	MERCEDES O530 Citaro CNG	autóbusz
NJV186	MERCEDES O530 Citaro CNG	autóbusz
NJV187	MERCEDES O530 Citaro CNG	autóbusz
NKA341	MERCEDES Citaro O 530	autóbusz
NKA343	MERCEDES Citaro O 530	autóbusz
NKA344	MERCEDES Citaro O 530	autóbusz
NKA345	MERCEDES Citaro O 530	autóbusz
NLE847	MODULO Medio C68E	autóbusz
NLE848	MODULO Medio C68E	autóbusz
NLE849	MODULO Medio C68E	autóbusz
NLE850	MODULO Medio C68E	autóbusz
NLE851	MODULO Medio C68E	autóbusz
NLE853	MODULO Medio C68E	autóbusz
NLE854	MODULO Medio C68E	autóbusz
NLE855	MODULO Medio C68E	autóbusz
NLE856	MODULO Medio C68E	autóbusz
NLE857	MODULO Medio C68E	autóbusz
NLE858	MODULO Medio C68E	autóbusz
NLE860	MODULO Medio C68E	autóbusz
NLE861	MODULO Medio C68E	autóbusz
NLE862	MODULO Medio C68E	autóbusz
NLE863	MODULO Medio C68E	autóbusz
NLE864	MODULO Medio C68E	autóbusz
NLE865	MODULO Medio C68E	autóbusz
NLE866	MODULO Medio C68E	autóbusz
NLZ789	Ikarus 260	autóbusz
NNE051	MERCEDES Conecto	autóbusz
NNE052	MERCEDES Conecto	autóbusz
NNE053	MERCEDES Conecto	autóbusz
NNE054	MERCEDES Conecto	autóbusz
NNE055	MERCEDES Conecto	autóbusz
NNE056	MERCEDES Conecto	autóbusz
NNE057	MERCEDES Conecto	autóbusz
NNE058	MERCEDES Conecto	autóbusz
NNE059	MERCEDES Conecto	autóbusz
NNE060	MERCEDES Conecto	autóbusz
NNE061	MERCEDES Conecto	autóbusz
NNE062	MERCEDES Conecto	autóbusz
NNE063	MERCEDES Conecto	autóbusz
NNE064	MERCEDES Conecto	autóbusz
NNE065	MERCEDES Conecto	autóbusz
NNE066	MERCEDES Conecto	autóbusz
NNE067	MERCEDES Conecto	autóbusz
NNE068	MERCEDES Conecto	autóbusz
NNE069	MERCEDES Conecto	autóbusz
NNE070	MERCEDES Conecto	autóbusz
NNE071	MERCEDES Conecto	autóbusz
NNE072	MERCEDES Conecto	autóbusz
NNE073	MERCEDES Conecto	autóbusz
NTM420	Modulo M108d	autóbusz
NTM421	Modulo M108d	autóbusz
NTM422	Modulo M108d	autóbusz
NTM423	Modulo M108d	autóbusz
NTM424	Modulo M108d	autóbusz
NTM425	Modulo M108d	autóbusz
NTM426	Modulo M108d	autóbusz
NTM427	Modulo M108d	autóbusz
NTM428	Modulo M108d	autóbusz
NTM429	Modulo M108d	autóbusz
NTM430	Modulo M108d	autóbusz
NTM431	Modulo M108d	autóbusz
NTM432	Modulo M108d	autóbusz
NTM433	Modulo M108d	autóbusz
NTM434	Modulo M108d	autóbusz
NTM435	Modulo M108d	autóbusz
NTM436	Modulo M108d	autóbusz
NTM437	Modulo M108d	autóbusz
NTM438	Modulo M108d	autóbusz
NTM439	Modulo M108d	autóbusz
NTM440	Modulo M108d	autóbusz
NTM441	Modulo M108d	autóbusz
NTP526	Volvo 7000A	autóbusz
NTP527	Volvo 7000A	autóbusz
NTP528	Volvo 7000A	autóbusz
NTP529	Volvo 7000A	autóbusz
NTP537	Modulo M108d	autóbusz
NTP538	Modulo M108d	autóbusz
NTP539	Modulo M108d	autóbusz
NTP540	Modulo M108d	autóbusz
NTP541	Modulo M108d	autóbusz
NTP542	Modulo M108d	autóbusz
NTP543	Modulo M108d	autóbusz
NTP544	Modulo M108d	autóbusz
NTP545	Modulo M108d	autóbusz
NTP546	Modulo M108d	autóbusz
NUU956	Volvo	autóbusz
NUV682	VanHool NewA330	autóbusz
NUV683	VanHool NewA330	autóbusz
NUV695	Solaris Urbino 10	autóbusz
NWB351	MERCEDES Conecto	autóbusz
NWB352	MERCEDES Conecto	autóbusz
NWB353	MERCEDES Conecto	autóbusz
NWB354	MERCEDES Conecto	autóbusz
NWB355	MERCEDES Conecto	autóbusz
NWB356	MERCEDES Conecto	autóbusz
NWB357	MERCEDES Conecto	autóbusz
NWB358	MERCEDES Conecto	autóbusz
NWB359	MERCEDES Conecto	autóbusz
NWB360	MERCEDES Conecto	autóbusz
NWB361	MERCEDES Conecto	autóbusz
NWB362	MERCEDES Conecto	autóbusz
NWB363	MERCEDES Conecto	autóbusz
NWB364	MERCEDES Conecto	autóbusz
NWB365	MERCEDES Conecto	autóbusz
NWZ774	Ikarus 260	autóbusz
NYZ915	MERCEDES Citaro O 530	autóbusz
PCC920	MERCEDES Citaro O 530	autóbusz
PCC921	MERCEDES Citaro O 530	autóbusz
PCC922	MERCEDES Citaro O 530	autóbusz
PCC923	MERCEDES Citaro O 530	autóbusz
PCC924	MERCEDES Citaro O 530	autóbusz
PCC925	MERCEDES Citaro O 530	autóbusz
PCC926	MERCEDES Citaro O 530	autóbusz
PCC927	MERCEDES Citaro O 530	autóbusz
PCC928	MERCEDES Citaro O 530	autóbusz
PCC929	MERCEDES Citaro O 530	autóbusz
PCC930	MERCEDES Citaro O 530	autóbusz
PCC931	MERCEDES O530 Citaro G	autóbusz
PCC932	MERCEDES O530 Citaro G	autóbusz
PCC933	MERCEDES O530 Citaro G	autóbusz
PCC934	MERCEDES O530 Citaro G	autóbusz
PCG507	VOLVO-ALFABUSZ Civis 12	autóbusz
PDB376	MERCEDES Conecto	autóbusz
PDB377	MERCEDES Conecto	autóbusz
PDB378	MERCEDES Conecto	autóbusz
PDB379	MERCEDES Conecto	autóbusz
PDB380	MERCEDES Conecto	autóbusz
PDB381	MERCEDES Conecto	autóbusz
PDB382	MERCEDES Conecto	autóbusz
PDB383	MERCEDES Conecto	autóbusz
PDB384	MERCEDES Conecto	autóbusz
PDB385	MERCEDES Conecto	autóbusz
PDB386	MERCEDES Conecto	autóbusz
PDB387	MERCEDES Conecto	autóbusz
PDB388	MERCEDES Conecto	autóbusz
PDB389	MERCEDES Conecto	autóbusz
PDB390	MERCEDES Conecto	autóbusz
PDB701	MERCEDES Conecto	autóbusz
PDB702	MERCEDES Conecto	autóbusz
PDB703	MERCEDES Conecto	autóbusz
PDB704	MERCEDES Conecto	autóbusz
PDB705	MERCEDES Conecto	autóbusz
PDB706	MERCEDES Conecto	autóbusz
PDB707	MERCEDES Conecto	autóbusz
PDB708	MERCEDES Conecto	autóbusz
PDB709	MERCEDES Conecto	autóbusz
PDB710	MERCEDES Conecto	autóbusz
PDB711	MERCEDES Conecto	autóbusz
PDB712	MERCEDES Conecto	autóbusz
PDB713	MERCEDES Conecto	autóbusz
PDB714	MERCEDES Conecto	autóbusz
PDB715	MERCEDES Conecto	autóbusz
PDB716	MERCEDES Conecto	autóbusz
PDB717	MERCEDES Conecto	autóbusz
PDB718	MERCEDES Conecto	autóbusz
PDB719	MERCEDES Conecto	autóbusz
PDB720	MERCEDES Conecto	autóbusz
PDB721	MERCEDES Conecto	autóbusz
PDB722	MERCEDES Conecto	autóbusz
PDB723	MERCEDES Conecto	autóbusz
PDB724	MERCEDES Conecto	autóbusz
PDB725	MERCEDES Conecto	autóbusz
PDB726	MERCEDES Conecto	autóbusz
PDB727	MERCEDES Conecto	autóbusz
PDB728	MERCEDES Conecto	autóbusz
PDB729	MERCEDES Conecto	autóbusz
PDB730	MERCEDES Conecto	autóbusz
PDB731	MERCEDES Conecto	autóbusz
PDN601	MAN Lions City A21	autóbusz
PDN602	MAN Lions City A21	autóbusz
PDN603	MAN Lions City A21	autóbusz
PDN604	MAN Lions City A21	autóbusz
PDN605	MAN Lions City A21	autóbusz
PDN606	MAN Lions City A21	autóbusz
PDN607	MAN Lions City A21	autóbusz
PDN608	MAN Lions City A21	autóbusz
PDN609	MAN Lions City A21	autóbusz
PDN610	MAN Lions City A21	autóbusz
PDN611	MAN Lions City A21	autóbusz
PDN612	MAN Lions City A21	autóbusz
PDN613	MAN Lions City A21	autóbusz
PDN614	MAN Lions City A21	autóbusz
PDN615	MAN Lions City A21	autóbusz
PDN616	MAN Lions City A21	autóbusz
PDN617	MAN Lions City A21	autóbusz
PDN618	MAN Lions City A21	autóbusz
PDN619	MAN Lions City A21	autóbusz
PDN620	MAN Lions City A21	autóbusz
PDN621	MAN Lions City A21	autóbusz
PDN622	MAN Lions City A21	autóbusz
PDN623	MAN Lions City A21	autóbusz
PDN624	MAN Lions City A21	autóbusz
PDN625	MAN Lions City A21	autóbusz
PDN626	MAN Lions City A21	autóbusz
PDN627	MAN Lions City A21	autóbusz
PDN628	MAN Lions City A21	autóbusz
PDN629	MAN Lions City A21	autóbusz
PDN630	MAN Lions City A21	autóbusz
PDN631	MAN Lions City A21	autóbusz
PDN632	MAN Lions City A21	autóbusz
PDN633	MAN Lions City A21	autóbusz
PDN634	MAN Lions City A21	autóbusz
PDN635	MAN Lions City A21	autóbusz
PDN636	MAN Lions City A21	autóbusz
PDN637	MAN Lions City A21	autóbusz
PDN638	MAN Lions City A21	autóbusz
PDN639	MAN Lions City A21	autóbusz
PDN640	MAN Lions City A21	autóbusz
PDN642	MAN Lions City A21	autóbusz
PDN643	MAN Lions City A21	autóbusz
PDN644	MAN Lions City A21	autóbusz
PDN645	MAN Lions City A21	autóbusz
PDN646	MAN Lions City A21	autóbusz
PDN647	MAN Lions City A21	autóbusz
PDN648	MAN Lions City A21	autóbusz
PDN649	MAN Lions City A21	autóbusz
PDN650	MAN Lions City A21	autóbusz
PDN684	VanHool NewA330	autóbusz
PDZ830	MERCEDES O530 Citaro G	autóbusz
PDZ831	MERCEDES O530 Citaro G	autóbusz
PDZ832	MERCEDES O530 Citaro G	autóbusz
PDZ833	MERCEDES O530 Citaro G	autóbusz
PDZ834	MERCEDES O530 Citaro G	autóbusz
PDZ835	MERCEDES O530 Citaro G	autóbusz
PDZ836	MERCEDES O530 Citaro G	autóbusz
PDZ837	MERCEDES O530 Citaro G	autóbusz
PEST-B	BKV 130 típusú átkelőhajó	hajó
PHG621	Volvo hibrid	autóbusz
PHG622	Volvo hibrid	autóbusz
PHG623	Volvo hibrid	autóbusz
PHG624	Volvo hibrid	autóbusz
PHG625	Volvo hibrid	autóbusz
PHG626	Volvo hibrid	autóbusz
PHG627	Volvo hibrid	autóbusz
PHG628	Volvo hibrid	autóbusz
PHG629	Volvo hibrid	autóbusz
PHG630	Volvo hibrid	autóbusz
PHG631	Volvo hibrid	autóbusz
PHG632	Volvo hibrid	autóbusz
PHG633	Volvo hibrid	autóbusz
PHG634	Volvo hibrid	autóbusz
PHG635	Volvo hibrid	autóbusz
PHG636	Volvo hibrid	autóbusz
PHG637	Volvo hibrid	autóbusz
PHG638	Volvo hibrid	autóbusz
PHG639	Volvo hibrid	autóbusz
PHG640	Volvo hibrid	autóbusz
PHG641	Volvo hibrid	autóbusz
PHG642	Volvo hibrid	autóbusz
PHG643	Volvo hibrid	autóbusz
PHG644	Volvo hibrid	autóbusz
PHG645	Volvo hibrid	autóbusz
PHG646	Volvo hibrid	autóbusz
PHG647	Volvo hibrid	autóbusz
PHG648	Volvo hibrid	autóbusz
PHG649	Volvo hibrid	autóbusz
PHG650	Volvo hibrid	autóbusz
PHG651	Volvo hibrid	autóbusz
PHG652	Volvo hibrid	autóbusz
PHG653	Volvo hibrid	autóbusz
PHG654	Volvo hibrid	autóbusz
PHG655	Volvo hibrid	autóbusz
PHG656	Volvo hibrid	autóbusz
PHG657	Volvo hibrid	autóbusz
PHG658	Volvo hibrid	autóbusz
PHG659	Volvo hibrid	autóbusz
PHG660	Volvo hibrid	autóbusz
PKD001	Ikarus 127V	autóbusz
PKD002	Ikarus 127V	autóbusz
PKD003	Ikarus 127V	autóbusz
PKN601	MERCEDES Conecto	autóbusz
PKN602	MERCEDES Conecto	autóbusz
PKN603	MERCEDES Conecto	autóbusz
PKN604	MERCEDES Conecto	autóbusz
PKN605	MERCEDES Conecto	autóbusz
PKN606	MERCEDES Conecto	autóbusz
PKN607	MERCEDES Conecto	autóbusz
PKN608	MERCEDES Conecto	autóbusz
PKN609	MERCEDES Conecto	autóbusz
PKN610	MERCEDES Conecto	autóbusz
PKN611	MERCEDES Conecto	autóbusz
PKN612	MERCEDES Conecto	autóbusz
PKN613	MERCEDES Conecto	autóbusz
PKN614	MERCEDES Conecto	autóbusz
PKN615	MERCEDES Conecto	autóbusz
PKN616	MERCEDES Conecto	autóbusz
PKN617	MERCEDES Conecto	autóbusz
PKN618	MERCEDES Conecto	autóbusz
PKN619	MERCEDES Conecto	autóbusz
PKN620	MERCEDES Conecto	autóbusz
PKN621	MERCEDES Conecto	autóbusz
PKN622	MERCEDES Conecto	autóbusz
PKN623	MERCEDES Conecto	autóbusz
PKN624	MERCEDES Conecto	autóbusz
PKN625	MERCEDES Conecto	autóbusz
PKN626	MERCEDES Conecto	autóbusz
PKN627	MERCEDES Conecto	autóbusz
PKN628	MERCEDES Conecto	autóbusz
PKN629	MERCEDES Conecto	autóbusz
PKN630	MERCEDES Conecto	autóbusz
PKN631	MERCEDES Conecto	autóbusz
PMP911	Modulo M168d	autóbusz
PMP912	Modulo M168d	autóbusz
PMP913	Modulo M168d	autóbusz
PMP914	Modulo M168d	autóbusz
PMP915	Modulo M168d	autóbusz
PMP916	Modulo M168d	autóbusz
PMP917	Modulo M168d	autóbusz
PMP918	Modulo M168d	autóbusz
PMP919	Modulo M168d	autóbusz
PMP920	Modulo M168d	autóbusz
PMP921	Modulo M168d	autóbusz
PON993	Volvo 7700A	autóbusz
PRM457	MERCEDES Citaro O 530	autóbusz
PRM530	Volvo 7700A	autóbusz
PRM531	Volvo 7700A	autóbusz
PTG283	MERCEDES O530 Citaro G	autóbusz
PUC204	MERCEDES Citaro O 530	autóbusz
PXZ876	MAN Lions City GL NG313	autóbusz
PXZ877	MAN Lions City GL NG313	autóbusz
SZENT2	BKV 100 típusú átkelőhajó	hajó
T0200	GVM (Ikarus 280)	trolibusz
T0201	GVM (Ikarus 280)	trolibusz
T0207	GVM (Ikarus 280)	trolibusz
T0208	GVM (Ikarus 280)	trolibusz
T0209	GVM (Ikarus 280)	trolibusz
T0212	GVM (Ikarus 280)	trolibusz
T0213	GVM (Ikarus 280)	trolibusz
T0215	GVM (Ikarus 280)	trolibusz
T0216	GVM (Ikarus 280)	trolibusz
T0217	GVM (Ikarus 280)	trolibusz
T0219	GVM (Ikarus 280)	trolibusz
T0222	GVM (Ikarus 280)	trolibusz
T0223	GVM (Ikarus 280)	trolibusz
T0224	GVM (Ikarus 280)	trolibusz
T0225	GVM (Ikarus 280)	trolibusz
T0226	GVM (Ikarus 280)	trolibusz
T0227	GVM (Ikarus 280)	trolibusz
T0229	GVM (Ikarus 280)	trolibusz
T0233	GVM (Ikarus 280)	trolibusz
T0235	GVM (Ikarus 280)	trolibusz
T0236	GVM (Ikarus 280)	trolibusz
T0237	GVM (Ikarus 280)	trolibusz
T0239	GVM (Ikarus 280)	trolibusz
T0242	GVM (Ikarus 280)	trolibusz
T0245	GVM (Ikarus 280)	trolibusz
T0246	GVM (Ikarus 280)	trolibusz
T0247	GVM (Ikarus 280)	trolibusz
T0248	GVM (Ikarus 280)	trolibusz
T0252	GVM (Ikarus 280)	trolibusz
T0255	GVM (Ikarus 280)	trolibusz
T0257	GVM (Ikarus 280)	trolibusz
T0260	GVM (Ikarus 280)	trolibusz
T0261	GVM (Ikarus 280)	trolibusz
T0263	GVM (Ikarus 280)	trolibusz
T0264	GVM (Ikarus 280)	trolibusz
T0266	GVM (Ikarus 280)	trolibusz
T0267	GVM (Ikarus 280)	trolibusz
T0268	GVM (Ikarus 280)	trolibusz
T0271	GVM (Ikarus 280)	trolibusz
T0275	GVM (Ikarus 280)	trolibusz
T0277	GVM (Ikarus 280)	trolibusz
T0279	GVM (Ikarus 280)	trolibusz
T0281	GVM (Ikarus 280)	trolibusz
T0282	GVM (Ikarus 280)	trolibusz
T0300	Ikarus 435	trolibusz
T0301	Ikarus 435	trolibusz
T0302	Ikarus 435	trolibusz
T0303	Ikarus 435	trolibusz
T0305	Ikarus 435	trolibusz
T0306	Ikarus 435	trolibusz
T0307	Ikarus 435	trolibusz
T0308	Ikarus 435	trolibusz
T0309	Ikarus 435	trolibusz
T0310	Ikarus 435	trolibusz
T0311	Ikarus 435	trolibusz
T0312	Ikarus 435	trolibusz
T0314	Ikarus 435	trolibusz
T0350	MAN NGE152	trolibusz
T0356	MAN NGE152	trolibusz
T0357	MAN NGE152	trolibusz
T0358	MAN NGE152	trolibusz
T0359	MAN NGE152	trolibusz
T0361	MAN NGE152	trolibusz
T0362	MAN NGE152	trolibusz
T0363	MAN NGE152	trolibusz
T0400	Ikarus 411	trolibusz
T0601	GANZ-SOLARIS Trollino 12	trolibusz
T0602	GANZ-SOLARIS Trollino 12	trolibusz
T0603	GANZ-SOLARIS Trollino 12	trolibusz
T0604	GANZ-SOLARIS Trollino 12	trolibusz
T0605	GANZ-SOLARIS Trollino 12	trolibusz
T0606	GANZ-SOLARIS Trollino 12	trolibusz
T0607	GANZ-SOLARIS Trollino 12	trolibusz
T0608	GANZ-SOLARIS Trollino 12	trolibusz
T0609	GANZ-SOLARIS Trollino 12	trolibusz
T0610	GANZ-SOLARIS Trollino 12	trolibusz
T0611	GANZ-SOLARIS Trollino 12	trolibusz
T0612	GANZ-SOLARIS Trollino 12	trolibusz
T0613	GANZ-SOLARIS Trollino 12	trolibusz
T0614	GANZ-SOLARIS Trollino 12	trolibusz
T0615	GANZ-SOLARIS Trollino 12	trolibusz
T0616	GANZ-SOLARIS Trollino 12	trolibusz
T0700	Ikarus 412-es	trolibusz
T0701	Ikarus 412-es	trolibusz
T0702	Ikarus 412-es	trolibusz
T0703	Ikarus 412-es	trolibusz
T0704	Ikarus 412-es	trolibusz
T0706	Ikarus 412-es	trolibusz
T0707	Ikarus 412-es	trolibusz
T0708	Ikarus 412-es	trolibusz
T0709	Ikarus 412-es	trolibusz
T0710	Ikarus 412-es	trolibusz
T0711	Ikarus 412-es	trolibusz
T0712	Ikarus 412-es	trolibusz
T0713	Ikarus 412-es	trolibusz
T0714	Ikarus 412-es	trolibusz
T0720	Ikarus 412.81GT	trolibusz
T0721	Ikarus 412.81GT	trolibusz
T8000	SKODA-SOLARIS Trollino 12	trolibusz
T8001	SKODA-SOLARIS Trollino 12	trolibusz
T8002	SKODA-SOLARIS Trollino 12	trolibusz
T8003	SKODA-SOLARIS Trollino 12	trolibusz
T8004	SKODA-SOLARIS Trollino 12	trolibusz
T8005	SKODA-SOLARIS Trollino 12	trolibusz
T8006	SKODA-SOLARIS Trollino 12	trolibusz
T8007	SKODA-SOLARIS Trollino 12	trolibusz
T8008	SKODA-SOLARIS Trollino 12	trolibusz
T8009	SKODA-SOLARIS Trollino 12	trolibusz
T8010	SKODA-SOLARIS Trollino 12	trolibusz
T8011	SKODA-SOLARIS Trollino 12	trolibusz
T8012	SKODA-SOLARIS Trollino 12	trolibusz
T8013	SKODA-SOLARIS Trollino 12	trolibusz
T8014	SKODA-SOLARIS Trollino 12	trolibusz
T8015	SKODA-SOLARIS Trollino 12	trolibusz
T8016	SKODA-SOLARIS Trollino 12	trolibusz
T8017	SKODA-SOLARIS Trollino 12	trolibusz
T8018	SKODA-SOLARIS Trollino 12	trolibusz
T8019	SKODA-SOLARIS Trollino 12	trolibusz
T9000	SKODA-SOLARIS Trollino 18	trolibusz
T9001	SKODA-SOLARIS Trollino 18	trolibusz
T9002	SKODA-SOLARIS Trollino 18	trolibusz
T9003	SKODA-SOLARIS Trollino 18	trolibusz
T9004	SKODA-SOLARIS Trollino 18	trolibusz
T9005	SKODA-SOLARIS Trollino 18	trolibusz
T9006	SKODA-SOLARIS Trollino 18	trolibusz
T9007	SKODA-SOLARIS Trollino 18	trolibusz
T9008	SKODA-SOLARIS Trollino 18	trolibusz
T9009	SKODA-SOLARIS Trollino 18	trolibusz
T9010	SKODA-SOLARIS Trollino 18	trolibusz
T9011	SKODA-SOLARIS Trollino 18	trolibusz
T9012	SKODA-SOLARIS Trollino 18	trolibusz
T9013	SKODA-SOLARIS Trollino 18	trolibusz
T9014	SKODA-SOLARIS Trollino 18	trolibusz
T9015	SKODA-SOLARIS Trollino 18	trolibusz
TABÁN	BKV 100 típusú átkelőhajó	hajó
TSM001	Volvo	autóbusz
TSM002	Volvo	autóbusz
TSM003	Volvo	autóbusz
TSM004	Volvo	autóbusz
TSM006	Volvo	autóbusz
V1313	Ganz csuklós	villamos
V1318	Ganz csuklós	villamos
V1321	KCSV7 Korszerűsített Ganz	villamos
V1325	KCSV7 Korszerűsített Ganz	villamos
V1326	KCSV7 Korszerűsített Ganz	villamos
V1327	KCSV7 Korszerűsített Ganz	villamos
V1328	KCSV7 Korszerűsített Ganz	villamos
V1329	KCSV7 Korszerűsített Ganz	villamos
V1330	KCSV7 Korszerűsített Ganz	villamos
V1331	KCSV7 Korszerűsített Ganz	villamos
V1332	KCSV7 Korszerűsített Ganz	villamos
V1335	KCSV7 Korszerűsített Ganz	villamos
V1336	KCSV7 Korszerűsített Ganz	villamos
V1337	KCSV7 Korszerűsített Ganz	villamos
V1339	KCSV7 Korszerűsített Ganz	villamos
V1340	KCSV7 Korszerűsített Ganz	villamos
V1341	Ganz csuklós	villamos
V1342	Ganz csuklós	villamos
V1343	KCSV7 Korszerűsített Ganz	villamos
V1344	KCSV7 Korszerűsített Ganz	villamos
V1345	KCSV7 Korszerűsített Ganz	villamos
V1346	KCSV7 Korszerűsített Ganz	villamos
V1347	KCSV7 Korszerűsített Ganz	villamos
V1348	KCSV7 Korszerűsített Ganz	villamos
V1349	Ganz csuklós	villamos
V1350	KCSV7 Korszerűsített Ganz	villamos
V1351	KCSV7 Korszerűsített Ganz	villamos
V1352	KCSV7 Korszerűsített Ganz	villamos
V1353	KCSV7 Korszerűsített Ganz	villamos
V1355	KCSV7 Korszerűsített Ganz	villamos
V1356	KCSV7 Korszerűsített Ganz	villamos
V1357	Ganz csuklós	villamos
V1359	KCSV7 Korszerűsített Ganz	villamos
V1360	Ganz csuklós	villamos
V1362	KCSV7 Korszerűsített Ganz	villamos
V1363	Ganz csuklós	villamos
V1365	Ganz csuklós	villamos
V1366	Ganz csuklós	villamos
V1367	Ganz csuklós	villamos
V1369	Ganz csuklós	villamos
V1370	KCSV7 Korszerűsített Ganz	villamos
V1400	Ganz csuklós	villamos
V1401	Ganz csuklós	villamos
V1402	Ganz csuklós	villamos
V1404	Ganz csuklós	villamos
V1407	Ganz csuklós	villamos
V1418	Ganz csuklós	villamos
V1419	Ganz csuklós	villamos
V1427	Ganz csuklós	villamos
V1433	Ganz csuklós	villamos
V1434	Ganz csuklós	villamos
V1437	Ganz csuklós	villamos
V1438	Ganz csuklós	villamos
V1439	Ganz csuklós	villamos
V1440	Ganz csuklós	villamos
V1442	Ganz csuklós	villamos
V1443	Ganz csuklós	villamos
V1444	Ganz csuklós	villamos
V1445	Ganz csuklós	villamos
V1448	Ganz csuklós	villamos
V1450	Ganz csuklós	villamos
V1451	Ganz csuklós	villamos
V1461	Ganz csuklós	villamos
V1500	TW 6000	villamos
V1501	TW 6000	villamos
V1502	TW 6000	villamos
V1503	TW 6000	villamos
V1504	TW 6000	villamos
V1505	TW 6000	villamos
V1507	TW 6000	villamos
V1508	TW 6000	villamos
V1509	TW 6000	villamos
V1510	TW 6000	villamos
V1511	TW 6000	villamos
V1512	TW 6000	villamos
V1513	TW 6000	villamos
V1514	TW 6000	villamos
V1515	TW 6000	villamos
V1516	TW 6000	villamos
V1517	TW 6000	villamos
V1518	TW 6000	villamos
V1520	TW 6000	villamos
V1521	TW 6000	villamos
V1523	TW 6000	villamos
V1524	TW 6000	villamos
V1525	TW 6000	villamos
V1526	TW 6000	villamos
V1527	TW 6000	villamos
V1528	TW 6000	villamos
V1529	TW 6000	villamos
V1530	TW 6000	villamos
V1531	TW 6000	villamos
V1532	TW 6000	villamos
V1533	TW 6000	villamos
V1534	TW 6000	villamos
V1535	TW 6000	villamos
V1536	TW 6000	villamos
V1537	TW 6000	villamos
V1538	TW 6000	villamos
V1539	TW 6000	villamos
V1540	TW 6000	villamos
V1541	TW 6000	villamos
V1542	TW 6000	villamos
V1543	TW 6000	villamos
V1544	TW 6000	villamos
V1545	TW 6000	villamos
V1546	TW 6000	villamos
V1547	TW 6000	villamos
V1548	TW 6000	villamos
V1549	TW 6000	villamos
V1550	TW 6000	villamos
V1551	TW 6000	villamos
V1552	TW 6000	villamos
V1553	TW 6000	villamos
V1554	TW 6000	villamos
V1555	TW 6000	villamos
V1556	TW 6000	villamos
V1557	TW 6000	villamos
V1558	TW 6000	villamos
V1559	TW 6000	villamos
V1561	TW 6000	villamos
V1562	TW 6000	villamos
V1563	TW 6000	villamos
V1564	TW 6000	villamos
V1566	TW 6000	villamos
V1567	TW 6000	villamos
V1568	TW 6000	villamos
V1569	TW 6000	villamos
V1570	TW 6000	villamos
V1571	TW 6000	villamos
V1572	TW 6000	villamos
V1573	TW 6000	villamos
V1575	TW 6000	villamos
V1577	TW 6000	villamos
V1579	TW 6000	villamos
V1580	TW 6000	villamos
V1581	TW 6000	villamos
V1582	TW 6000	villamos
V1583	TW 6000	villamos
V1584	TW 6000	villamos
V1585	TW 6000	villamos
V1586	TW 6000	villamos
V1587	TW 6000	villamos
V1588	TW 6000	villamos
V1589	TW 6000	villamos
V1590	TW 6000	villamos
V1591	TW 6000	villamos
V1592	TW 6000	villamos
V1600	TW 6000	villamos
V1601	TW 6000	villamos
V1602	TW 6000	villamos
V1604	TW 6000	villamos
V1606	TW 6000	villamos
V1607	TW 6000	villamos
V1610	TW 6000	villamos
V1612	TW 6000	villamos
V1613	TW 6000	villamos
V1614	TW 6000	villamos
V1615	TW 6000	villamos
V1616	TW 6000	villamos
V1618	TW 6000	villamos
V1619	TW 6000	villamos
V1620	Siemens Combino	villamos
V2001	Siemens Combino	villamos
V2002	Siemens Combino	villamos
V2003	Siemens Combino	villamos
V2004	Siemens Combino	villamos
V2005	Siemens Combino	villamos
V2006	Siemens Combino	villamos
V2007	Siemens Combino	villamos
V2008	Siemens Combino	villamos
V2009	Siemens Combino	villamos
V2010	Siemens Combino	villamos
V2011	Siemens Combino	villamos
V2012	Siemens Combino	villamos
V2013	Siemens Combino	villamos
V2014	Siemens Combino	villamos
V2015	Siemens Combino	villamos
V2016	Siemens Combino	villamos
V2017	Siemens Combino	villamos
V2018	Siemens Combino	villamos
V2019	Siemens Combino	villamos
V2020	Siemens Combino	villamos
V2021	Siemens Combino	villamos
V2022	Siemens Combino	villamos
V2023	Siemens Combino	villamos
V2024	Siemens Combino	villamos
V2025	Siemens Combino	villamos
V2026	Siemens Combino	villamos
V2027	Siemens Combino	villamos
V2028	Siemens Combino	villamos
V2029	Siemens Combino	villamos
V2030	Siemens Combino	villamos
V2031	Siemens Combino	villamos
V2032	Siemens Combino	villamos
V2033	Siemens Combino	villamos
V2034	Siemens Combino	villamos
V2035	Siemens Combino	villamos
V2036	Siemens Combino	villamos
V2037	Siemens Combino	villamos
V2038	Siemens Combino	villamos
V2039	Siemens Combino	villamos
V2040	Siemens Combino	villamos
V2101	CAF 9 modulos	villamos
V2102	CAF 9 modulos	villamos
V2103	CAF 9 modulos	villamos
V2104	CAF 9 modulos	villamos
V2105	CAF 9 modulos	villamos
V2106	CAF 9 modulos	villamos
V2107	CAF 9 modulos	villamos
V2108	CAF 9 modulos	villamos
V2109	CAF 9 modulos	villamos
V2110	CAF 9 modulos	villamos
V2111	CAF 9 modulos	villamos
V2112	CAF 9 modulos	villamos
V2201	CAF 5 modulos	villamos
V2202	CAF 5 modulos	villamos
V2204	CAF 5 modulos	villamos
V2205	CAF 5 modulos	villamos
V2206	CAF 5 modulos	villamos
